Title and Day Published,Title,Publish Date,Publish Time (EST),Days Since Published,Views,Views per Day,Likes,Like to View Ratio,Comments,Comment to View Ratio,Duration in Seconds,Duration in Minutes
Hellstrikes vs 7 halos! - (2013-12-26),Hellstrikes vs 7 halos!,2013-12-26,2013-12-26 19:27:31,3316,40457,12.2,1092,0.02699162073312406,306,0.007563586029611686,96,1.6
"Battle Pirates, Hellstrike vs Epic Base! - (2013-12-23)","Battle Pirates, Hellstrike vs Epic Base!",2013-12-23,2013-12-23 19:00:20,3319,34532,10.4,1140,0.03301285763929109,321,0.009295725703695124,58,0.967
"Battle Pirates, Another Hellstrike Fail. - (2013-12-18)","Battle Pirates, Another Hellstrike Fail.",2013-12-18,2013-12-18 18:47:57,3324,34052,10.2,1184,0.03477035122753436,313,0.009191824268765417,57,0.95
Battle pirates Hellstrike fail! - (2013-12-18),Battle pirates Hellstrike fail!,2013-12-18,2013-12-18 17:31:02,3324,34582,10.4,1128,0.03261812503614597,283,0.008183448036550807,47,0.783
"Battle Pirates, lvl 66 vs Missile Cruiser x Fleet! - (2013-12-17)","Battle Pirates, lvl 66 vs Missile Cruiser x Fleet!",2013-12-17,2013-12-17 13:56:41,3325,36663,11.0,1112,0.03033030575784851,259,0.007064342797916155,84,1.4
"Battle Pirates, Hellstrike Too Overpowered???? - (2013-12-14)","Battle Pirates, Hellstrike Too Overpowered????",2013-12-14,2013-12-14 10:58:11,3328,36019,10.8,1130,0.03137233126960771,246,0.00682972875426858,160,2.667
"Battle Pirates, All Sentinel Base. - (2013-12-04)","Battle Pirates, All Sentinel Base.",2013-12-04,2013-12-04 21:24:33,3338,37744,11.3,1220,0.03232301822806274,299,0.007921788893598982,72,1.2
"Battle pirates, Lvl 58 Mercury Base Attack! - (2013-12-04)","Battle pirates, Lvl 58 Mercury Base Attack!",2013-12-04,2013-12-04 20:06:00,3338,52925,15.9,1359,0.0256778460085026,291,0.0054983467170524325,76,1.267
"Battle Pirates, Stingray vs Mercury Epic Battle! - (2013-12-04)","Battle Pirates, Stingray vs Mercury Epic Battle!",2013-12-04,2013-12-04 19:00:24,3338,37146,11.1,1348,0.03628923706455608,358,0.009637646045334626,66,1.1
OpTiC NaDeShOt Got Hack!! - (2013-11-27),OpTiC NaDeShOt Got Hack!!,2013-11-27,2013-11-27 14:37:44,3345,44371,13.3,1463,0.03297198620720741,396,0.00892474814631178,165,2.75
"Epic Ghost Multiplayer EasterEggs! (PrisonBreak, Sovereign, and Flooded) - (2013-11-17)","Epic Ghost Multiplayer EasterEggs! (PrisonBreak, Sovereign, and Flooded)",2013-11-17,2013-11-17 13:26:11,3355,56269,16.8,2107,0.037445129645097656,280,0.0049760969628036755,100,1.667
