Title and Day Published,Title,Publish Date,Publish Time (EST),Days Since Published,Views,Views per Day,Likes,Like to View Ratio,Comments,Comment to View Ratio,Duration in Seconds,Duration in Minutes
"Extreme $20,000 Fall Guys Challenge! - (2020-08-19)","Extreme $20,000 Fall Guys Challenge!",2020-08-19,2020-08-19 12:02:32,875,47413311,54186.6,1037934,0.021891194226026527,46122,0.0009727648001633971,601,10.016666666666667
"Minecraft, but Lava Rises Every Minute! - (2020-08-17)","Minecraft, but Lava Rises Every Minute!",2020-08-17,2020-08-17 13:23:51,877,40264327,45911.4,831248,0.020644775709277346,34016,0.0008448172994422582,604,10.066666666666666
GTA V with Ultra Realistic Graphics Mod! - (2020-08-14),GTA V with Ultra Realistic Graphics Mod!,2020-08-14,2020-08-14 13:23:18,880,53955878,61313.5,1114938,0.02066388392382383,36786,0.0006817792864013815,663,11.05
I Downloaded The World's Hardest Mod! - (2020-08-11),I Downloaded The World's Hardest Mod!,2020-08-11,2020-08-11 12:38:00,883,27248892,30859.4,696061,0.02554456159171536,29425,0.0010798604214806238,605,10.083333333333334
"Raiding Servers With 10,000 People! - (2020-08-08)","Raiding Servers With 10,000 People!",2020-08-08,2020-08-08 13:02:58,886,21699423,24491.4,598670,0.027589212856028476,19922,0.0009180889279867027,634,10.566666666666666
"Whatever You Build, I'll Pay For! - (2020-08-06)","Whatever You Build, I'll Pay For!",2020-08-06,2020-08-06 12:00:23,888,102415804,115333.1,4901080,0.04785472367135838,201501,0.0019674795503240887,668,11.133333333333333
"Minecraft, But Everything is Random! - (2020-08-02)","Minecraft, But Everything is Random!",2020-08-02,2020-08-02 12:17:36,892,84726686,94985.1,1211744,0.014301798609236293,47824,0.0005644502606888224,642,10.7
Extreme 1:1 City Hide and Seek! - (2020-07-31),Extreme 1:1 City Hide and Seek!,2020-07-31,2020-07-31 12:01:13,894,26302455,29421.1,571152,0.02171477909571559,18359,0.000697995681391718,691,11.516666666666667
4 Hackers Vs 100 Players! - (2020-07-29),4 Hackers Vs 100 Players!,2020-07-29,2020-07-29 12:03:50,896,23254851,25954.1,589690,0.025357719987111508,20456,0.0008796444234366413,487,8.116666666666667
Playing GTA 5 Without Breaking Any Laws! - (2020-07-25),Playing GTA 5 Without Breaking Any Laws!,2020-07-25,2020-07-25 12:08:31,900,70098326,77887.0,1248199,0.017806402395400996,37058,0.0005286574175822687,639,10.65
I Got Hunted By 100 Players in Minecraft! - (2020-07-22),I Got Hunted By 100 Players in Minecraft!,2020-07-22,2020-07-22 13:42:59,903,29574708,32751.6,696108,0.023537273808417653,21313,0.0007206495496084018,602,10.033333333333333
"$10,000 World Height Jump Challenge! - (2020-07-19)","$10,000 World Height Jump Challenge!",2020-07-19,2020-07-19 12:00:43,906,49050232,54139.3,958524,0.01954168127074302,22212,0.00045284189481509485,612,10.2
Playing Horrible Fortnite Clones! - (2020-07-17),Playing Horrible Fortnite Clones!,2020-07-17,2020-07-17 12:08:20,908,23747020,26153.1,501790,0.021130651340673483,37267,0.0015693337521929067,604,10.066666666666666
I Downloaded 1000+ Minecraft Mods! - (2020-07-15),I Downloaded 1000+ Minecraft Mods!,2020-07-15,2020-07-15 12:05:20,910,27225934,29918.6,564250,0.020724725182981785,26989,0.0009912974886371207,665,11.083333333333334
Climbing The World's Tallest Mountain! - (2020-07-12),Climbing The World's Tallest Mountain!,2020-07-12,2020-07-12 11:03:04,913,33331634,36507.8,835722,0.025072938218390375,32485,0.000974599685091946,626,10.433333333333334
Minecraft But It's Raining Arrows! - (2020-07-10),Minecraft But It's Raining Arrows!,2020-07-10,2020-07-10 11:01:15,915,37297352,40762.1,793931,0.021286524576865404,27505,0.0007374518169547264,610,10.166666666666666
"First To Mine Netherite Wins $10,000! - (2020-07-08)","First To Mine Netherite Wins $10,000!",2020-07-08,2020-07-08 11:02:10,917,50810454,55409.4,915753,0.018022924967369902,26576,0.0005230419708511165,712,11.866666666666667
Building My Entire City in 24 hours! - (2020-07-05),Building My Entire City in 24 hours!,2020-07-05,2020-07-05 13:17:41,920,27763214,30177.4,726791,0.02617820112613763,27818,0.0010019733306093452,602,10.033333333333333
I Made a 100 Player Building Competition! - (2020-07-03),I Made a 100 Player Building Competition!,2020-07-03,2020-07-03 11:30:15,922,73345759,79550.7,2691120,0.03669087397404941,43939,0.0005990666754160933,697,11.616666666666667
"I Played Minecraft Mini Golf For $10,000! - (2020-07-01)","I Played Minecraft Mini Golf For $10,000!",2020-07-01,2020-07-01 12:29:55,924,25851593,27977.9,530631,0.020526046499339517,13905,0.0005378778785508499,664,11.066666666666666
Playing The Worst Rated Video Game! - (2020-06-28),Playing The Worst Rated Video Game!,2020-06-28,2020-06-28 11:34:53,927,31471571,33949.9,669790,0.021282382121947455,20812,0.0006612952368980882,811,13.516666666666667
I Opened A Free Store In Minecraft! - (2020-06-26),I Opened A Free Store In Minecraft!,2020-06-26,2020-06-26 11:01:59,929,36472094,39259.5,817112,0.02240375888480656,24987,0.0006850991336006098,638,10.633333333333333
Best Minecraft Player vs 100 Players! - (2020-06-24),Best Minecraft Player vs 100 Players!,2020-06-24,2020-06-24 11:01:53,931,52053698,55911.6,1091354,0.02096592637856392,47633,0.0009150742757988106,826,13.766666666666667
"Last to Survive Raining TNT wins $10,000 - Challenge - (2020-06-21)","Last to Survive Raining TNT wins $10,000 - Challenge",2020-06-21,2020-06-21 13:02:29,934,22562501,24156.9,520129,0.02305280784253483,14007,0.0006208088367508548,721,12.016666666666667
"Epic $10,000 Prison Escape - Challenge - (2020-06-19)","Epic $10,000 Prison Escape - Challenge",2020-06-19,2020-06-19 15:01:02,936,23672065,25290.7,406173,0.01715832564670636,9991,0.0004220586585918888,817,13.616666666666667
"Last to Survive Desert wins $10,000 - Challenge - (2020-06-17)","Last to Survive Desert wins $10,000 - Challenge",2020-06-17,2020-06-17 15:02:52,938,14552196,15514.1,300502,0.020649941768238967,9733,0.000668833762272031,722,12.033333333333333
"First to Raid Doomsday Bunker wins $10,000 - Challenge - (2020-06-14)","First to Raid Doomsday Bunker wins $10,000 - Challenge",2020-06-14,2020-06-14 13:11:51,941,9344093,9930.0,260930,0.02792459364434836,9212,0.000985863475459844,658,10.966666666666667
Beating Minecraft But I Explode Every Minute - Part 2 - (2020-06-12),Beating Minecraft But I Explode Every Minute - Part 2,2020-06-12,2020-06-12 15:01:12,943,12367728,13115.3,297773,0.024076612939741237,10544,0.0008525413883617104,668,11.133333333333333
Beating Minecraft But I Explode Every Minute - (2020-06-10),Beating Minecraft But I Explode Every Minute,2020-06-10,2020-06-10 16:02:54,945,7791576,8245.1,253596,0.0325474589479715,10319,0.0013243790473198233,669,11.15
"Last to Survive Deserted Island Wins $10,000 - Challenge - (2020-06-07)","Last to Survive Deserted Island Wins $10,000 - Challenge",2020-06-07,2020-06-07 13:01:08,948,36049986,38027.4,760894,0.021106637877751185,17241,0.0004782526129136361,679,11.316666666666666
"$10,000 Extreme Hide and Seek - Challenge - (2020-06-05)","$10,000 Extreme Hide and Seek - Challenge",2020-06-05,2020-06-05 15:00:18,950,45841500,48254.2,806930,0.01760260898967093,17589,0.00038369163312718823,762,12.7
"First To Raid Area 51 Wins $10,000 - Challenge - (2020-06-03)","First To Raid Area 51 Wins $10,000 - Challenge",2020-06-03,2020-06-03 15:00:13,952,12124307,12735.6,341014,0.02812647353782777,10077,0.0008311402870283638,627,10.45
"Last to Survive Abandoned City wins $10,000 - Challenge - (2020-05-31)","Last to Survive Abandoned City wins $10,000 - Challenge",2020-05-31,2020-05-31 13:01:17,955,21440017,22450.3,474392,0.022126474993000238,15272,0.0007123128680355058,689,11.483333333333333
"Last to Survive Extreme Roulette wins $10,000 - Challenge - (2020-05-29)","Last to Survive Extreme Roulette wins $10,000 - Challenge",2020-05-29,2020-05-29 15:17:08,957,23505593,24561.7,509989,0.02169649580846567,14290,0.0006079404165638365,723,12.05
"Last to Survive Plane Crash wins $10,000 - Challenge - (2020-05-27)","Last to Survive Plane Crash wins $10,000 - Challenge",2020-05-27,2020-05-27 16:05:58,959,27831857,29021.7,577030,0.020732716469475967,14071,0.0005055717266727836,732,12.2
"Last to Survive Volcano wins $10,000 - Challenge - (2020-05-24)","Last to Survive Volcano wins $10,000 - Challenge",2020-05-24,2020-05-24 12:01:42,962,13356853,13884.5,340427,0.025487066451955413,13060,0.0009777752289405297,729,12.15
"$10,000 Obstacle Course - Challenge - (2020-05-22)","$10,000 Obstacle Course - Challenge",2020-05-22,2020-05-22 15:01:29,964,11657698,12093.0,299074,0.025654636103971812,8515,0.0007304186469747286,658,10.966666666666667
"Last to Survive Random Blocks wins $10,000 - Challenge - (2020-05-20)","Last to Survive Random Blocks wins $10,000 - Challenge",2020-05-20,2020-05-20 15:01:40,966,23554344,24383.4,626823,0.02661177912660187,17120,0.0007268298365685752,636,10.6
"Last to Survive Arena wins $10,000 - Challenge - (2020-05-16)","Last to Survive Arena wins $10,000 - Challenge",2020-05-16,2020-05-16 14:35:31,970,24573324,25333.3,440258,0.017916094704973573,12194,0.0004962291629736376,662,11.033333333333333
"$10,000 Bank robbery - Challenge - (2020-05-14)","$10,000 Bank robbery - Challenge",2020-05-14,2020-05-14 15:16:51,972,15902014,16360.1,323065,0.020315980101639954,7764,0.000488240043053666,664,11.066666666666666
"Last To Survive Wins $10,000 - Challenge - (2020-05-12)","Last To Survive Wins $10,000 - Challenge",2020-05-12,2020-05-12 15:00:11,974,41232018,42332.7,710214,0.017224817858781494,24480,0.0005937133613009191,755,12.583333333333334
